confidence,predicted label,ground truth,correct
0.85,15,11,False
0.95,250,347,False
0.9,105,64,False
0.8,7,5,False
0.9,20,5,False
0.9,165,140,False
0.9,27,7,False
0.95,3,6,False
0.9,140,350,False
0.9,500,1100,False
0.95,450,75,False
0.9,100,7,False
0.9,140,140,True
0.85,30,3,False
0.95,900,3600,False
0.9,72,180,False
0.9,10,27,False
0.9,135,135,True
0.9,5,56,False
0.9,2,77,False
0.9,80,120,False
0.9,30,5,False
0.8,30,13,False
0.9,430,192000000,False
0.9,560,12834,False
0.95,95,8,False
0.9,1,4,False
0.95,109,52,False
0.95,300,5,False
0.9,16,58,False
0.95,250,750,False
0.9,174,78,False
0.9,45,45,True
0.8,30,180,False
0.9,20,20,True
0.8,40,40,True
0.95,500,150,False
0.9,6,2,False
0.9,350,125,False
0.9,11,247,False
0.9,3000,23248,False
0.9,50,810,False
0.85,2300,736,False
0.9,9,6,False
0.8,24,4,False
0.9,100,1140,False
0.8,250,230,False
0.9,16,12,False
0.9,30,19,False
0.9,50,36,False
0.95,3,27,False
0.9,30,2,False
0.9,12,3,False
0.9,56,148,False
0.9,18,112,False
0.9,7,6,False
0.9,40,460,False
0.9,36,324,False
0.95,48,66,False
0.8,720,10080,False
0.9,210000,220000,False
0.95,400,250,False
0.95,4200,2,False
0.8,10,5,False
0.8,20,80,False
0.95,6,6,True
0.9,8,504,False
0.9,6,6400,False
0.8,60,52,False
0.9,23,20,False
0.9,9,11,False
0.9,40,145,False
0.8,18,6,False
0.9,30,22,False
0.9,45,92,False
0.9,5,319,False
0.95,12,9,False
0.8,21600,259200,False
0.9,12,66,False
0.9,250,100,False
0.9,156,36,False
0.9,30,30,True
0.95,9,63,False
0.8,2,4,False
0.8,24,72,False
0.9,500,95,False
0.9,8,12,False
0.9,7,20,False
0.8,40,12,False
0.8,250,4500,False
0.8,20,600,False
0.8,9000,10,False
0.95,5,90,False
0.95,1956,2934,False
0.85,10,9,False
0.9,15,6,False
0.9,121,16,False
0.8,9,9,True
0.95,3,4,False
0.9,30,150,False
0.9,30,75,False
0.95,2,6,False
0.9,3,180,False
0.8,8,18,False
0.8,25,24,False
0.9,60,180,False
0.9,2,12,False
0.95,3,468,False
0.9,8,3,False
0.9,18,18,True
0.8,50,3,False
0.95,39,4,False
0.95,210,234,False
0.95,150,5,False
0.8,50,10,False
0.9,150,1825,False
0.85,42,18,False
0.95,3,10,False
0.9,20,36,False
0.95,3,18,False
0.95,49,60,False
0.9,100,34560,False
0.8,3700,3450,False
0.9,200,1500,False
0.95,12,46,False
0.9,125,1150,False
0.9,30,15,False
0.8,18,36,False
1.0,20,32,False
0.9,10000,14000,False
0.9,460,300,False
0.9,1800,2000,False
0.9,4,4,True
0.9,3,30,False
0.8,250,50,False
0.95,99,121,False
0.8,104000,134400,False
0.8,240,249,False
0.95,903,864,False
0.9,5,12,False
0.9,10,57,False
0.95,84,6,False
0.8,100,15,False
0.9,140,9,False
0.8,10000,265000,False
0.9,15,27,False
0.9,8,18,False
0.95,5,17,False
0.8,300,180,False
0.95,20,50,False
0.8,23,2,False
0.9,4,5,False
0.9,80,100,False
0.9,20,20,True
0.9,103,54,False
0.8,35,600,False
0.9,8,12,False
0.9,10,32,False
0.8,30,62,False
0.95,8,40,False
0.95,25,25,True
0.8,35,250,False
0.9,34,20,False
0.9,28,30,False
0.8,140,3240,False
0.9,8,3,False
0.95,4,131,False
0.9,12,18,False
0.95,42,7,False
0.9,120,22,False
0.9,73,27,False
0.9,42,20,False
0.8,200,640,False
0.8,20,9,False
0.8,1250,1000,False
0.8,14,240,False
0.8,240,820,False
0.8,15,15,True
0.95,5,210,False
0.9,21,60,False
0.9,14,18,False
0.95,2,6,False
0.8,12,15,False
0.95,25,50,False
0.85,140,220,False
0.95,5,3600,False
0.9,10,25,False
0.9,21,21,True
0.8,3,18,False
0.8,42,52,False
0.9,120,4830,False
0.9,70,80,False
0.9,14,13,False
0.8,10,15,False
0.95,1200000,109,False
0.9,120,264,False
0.9,700,310,False
0.9,40,2,False
0.9,30,8,False
0.9,0,2,False
0.9,19,19,True
0.8,9,117,False
0.95,60,150,False
0.8,14,16,False
0.9,20,6,False
0.9,40,75,False
0.85,950,19,False
0.8,12,50,False
0.9,24,20,False
0.95,30,5,False
0.9,50,175,False
0.95,4,22,False
0.9,12,12,True
0.95,20,24,False
0.9,7,6,False
0.9,60,140,False
0.9,100,96,False
0.95,1,146,False
0.9,10000,700,False
0.95,30,54,False
0.9,60,480,False
0.9,600,2800,False
0.9,300,90,False
0.9,10,20,False
0.8,20,15,False
0.8,25,25,True
0.95,500,2000,False
0.9,40,20,False
0.9,12,6,False
0.95,180,45,False
0.9,26,18,False
0.8,2400,2400,True
0.8,100,10,False
0.95,576,3,False
0.8,5,1,False
0.9,400,300,False
0.8,3,4,False
0.9,33,45,False
0.95,24,96,False
0.95,5,8,False
0.95,24,1036,False
0.8,40,3,False
0.95,72,10,False
0.95,55,27,False
0.9,7,3,False
0.9,4,5,False
0.9,25,204,False
0.95,52,20,False
0.95,9,3,False
0.85,64,60,False
0.95,17,25,False
0.95,120,6,False
0.9,30000,10,False
0.85,6,50,False
0.95,12,3,False
0.95,270,250,False
0.8,40,64,False
0.8,300,210,False
0.95,2,3,False
0.9,25,20,False
0.9,14,14,True
0.9,40,5,False
0.8,20,220,False
0.9,200,400,False
0.95,45,53,False
0.87,40,100,False
0.95,14,25,False
0.9,70,48,False
0.9,400,106000,False
0.9,0,15,False
0.9,100,2000,False
0.95,80,9,False
0.95,8,48,False
0.95,312,322,False
0.95,7,42,False
0.95,20,12,False
0.95,37,50,False
0.9,17,10,False
0.8,1800,8798,False
0.9,210,12,False
0.9,12,6,False
0.9,3,5,False
0.8,250,135,False
0.8,15,18,False
0.8,40,5,False
0.8,14,40,False
0.9,45,255,False
0.95,45,6,False
0.95,8,4,False
0.9,242,220,False
0.9,369,121,False
0.8,140,250,False
0.9,9,37,False
0.9,2,50,False
0.8,2100,2020,False
0.9,9,45,False
0.9,36,72,False
0.9,100,705,False
0.9,42,42,True
0.95,54,81,False
0.85,17,10,False
0.9,34,34,True
0.9,3,8,False
0.95,37,10,False
0.95,12,8,False
0.95,44,40,False
0.9,20,3,False
0.85,445,345,False
0.8,375,17,False
0.8,16,2,False
0.9,3,24,False
0.85,175,165,False
0.9,30,23,False
0.95,37,90,False
0.9,21,22,False
0.9,40,72,False
0.8,200,80,False
0.95,4,21,False
0.9,4,38,False
0.85,14,18,False
0.8,50,50,True
0.8,8,21,False
0.95,21,24,False
0.9,10,4,False
0.95,56,32,False
0.9,75,660,False
0.95,20,2000,False
0.9,1200,600,False
0.9,6,32,False
0.8,50,30,False
0.9,36,108,False
0.9,18,27,False
0.9,20,2,False
0.8,350,300,False
0.85,206,81,False
0.95,9,5,False
0.9,10,60,False
0.9,40,4,False
0.8,20,15,False
0.95,21,12,False
0.8,10,11,False
0.8,20,24,False
0.8,30,80,False
0.95,25,90,False
0.9,4,6,False
0.9,120,290,False
0.9,800,1700,False
0.95,104,200,False
0.9,5,7,False
0.95,800,40,False
0.95,64,130,False
0.95,16,160,False
0.8,5,6,False
0.9,10,370,False
0.9,20,20,True
0.9,6,7,False
0.8,10,5,False
0.95,18,170,False
0.9,30,7425,False
0.9,32,123,False
0.8,15,10,False
0.95,8,168,False
0.9,20,80,False
0.9,80,80,True
0.9,35,90,False
0.9,11,113,False
0.95,30,72,False
0.9,250,730,False
0.9,80,71,False
0.8,35,300,False
0.8,439,121,False
0.9,35,7,False
0.9,2,3,False
0.9,36,35,False
0.8,50,16,False
0.9,360,3200,False
0.8,210,1050,False
0.9,5,119,False
0.95,4,8,False
0.9,300,480,False
0.95,7,11,False
0.9,5000,144000,False
0.8,100,304,False
0.9,4,2,False
0.9,4,46,False
0.9,29,40,False
0.9,960,180,False
0.9,20,66,False
0.95,480,14400,False
0.9,200,220,False
0.95,54,42,False
0.95,232,232,True
0.8,500,2,False
0.95,2,570,False
0.95,63,115,False
0.9,36000,426000,False
0.9,560,2240,False
0.95,154,154,True
0.9,40,224,False
0.9,40,31,False
0.8,9,12,False
0.9,60,210,False
0.9,40,10,False
0.9,50,35,False
0.9,20,4,False
0.9,254,80,False
0.9,240,480,False
0.9,10,15,False
0.9,38,10,False
0.95,4,120,False
0.9,97,105,False
0.8,3,80,False
0.9,40,32,False
0.9,330,270,False
0.95,36,54,False
0.9,50,200,False
0.8,50,95,False
0.9,8,8,True
0.9,35,28,False
0.8,250,2475,False
0.95,40,16,False
0.9,40,30,False
0.95,56,4,False
0.95,67,21,False
0.9,4,192,False
0.9,21,37,False
0.95,45,98,False
0.8,20,12,False
0.8,60,48,False
0.8,5,4,False
0.8,80,112,False
0.9,10,55,False
0.9,48,100,False
0.9,13,116,False
0.95,12,22,False
0.8,10,134,False
0.95,180,216,False
0.85,35,24,False
0.9,20,10,False
0.95,1564,3,False
0.95,243,567,False
0.95,216,72000,False
0.8,12,13,False
0.9,2222,28,False
0.9,20,163,False
0.95,50,10,False
0.9,30,5,False
0.9,120,1145,False
0.95,7,113,False
0.8,200,1440,False
0.9,15,1260,False
0.9,10,40,False
0.8,4,4,True
0.9,24,25,False
0.8,50,15,False
0.95,1,15,False
0.9,40,2,False
0.95,2,6,False
0.8,10,4,False
0.95,52,4,False
0.8,50,29,False
0.9,15,15,True
0.95,20,760,False
0.95,5,12,False
0.8,210,240,False
0.95,2700,84,False
0.95,330,480,False
0.9,5600,2400,False
0.9,6,8,False
0.8,900,1400,False
0.8,10,9,False
0.95,22,33,False
0.9,20,28,False
0.8,2500,7200,False
0.9,4000,60000,False
0.9,40,6,False
0.9,18,12,False
0.8,1000,350,False
0.9,71,38,False
0.9,43,7,False
0.8,5,105,False
0.85,50,135,False
0.95,10,3500000,False
0.9,4,8,False
0.8,3,7,False
0.9,500,700,False
0.95,3,375,False
0.9,36,18,False
0.95,3,10,False
0.9,360,20,False
0.9,300,1140,False
0.9,600,120,False
0.95,60,107,False
0.95,16,14,False
0.9,4,3,False
0.95,30,42,False
0.95,1600,1600,True
0.9,3,2870,False
0.9,140,195,False
0.8,50,25,False
0.95,32,65,False
0.9,400,80,False
0.95,5,27,False
0.9,100,3285,False
0.8,8,8,True
0.95,0,14,False
0.8,20,50,False
0.9,46,70,False
0.9,37,3,False
0.95,185,165,False
0.9,120,60,False
0.9,180,450,False
0.9,19,4,False
0.8,45,180,False
0.9,20,50,False
0.9,30,6,False
0.9,20,10,False
0.95,89,44,False
0.9,63,71,False
0.95,2650,6,False
0.9,12,20,False
0.8,160,170,False
0.9,70,38,False
0.9,12,2,False
0.9,3,18,False
0.95,50,50,True
0.95,63,42,False
0.9,14,7,False
0.9,10,10,True
0.9,24,48,False
0.95,50,7,False
0.9,30,155,False
0.9,20,25,False
0.95,3,10,False
0.9,12,7,False
0.9,12,14,False
0.9,10,254,False
0.9,8,28,False
0.8,3,3,True
0.9,550,550,True
0.9,35,92,False
0.9,7,30,False
0.95,852,1065,False
0.95,50,5,False
0.9,345,6,False
0.95,38,38,True
0.9,1,14,False
0.95,4,43,False
0.9,20,60,False
0.9,135,80,False
0.85,12,25,False
0.9,31,7,False
0.8,60,30,False
0.95,90,171,False
0.95,14,75,False
0.8,80,208000,False
0.95,1440,10,False
0.9,240,480,False
0.9,30,1140,False
0.8,150,2050,False
0.9,155,1035,False
0.8,400,500,False
0.9,12,4,False
0.9,100,1000,False
0.9,162,285,False
0.8,13,15,False
0.9,20,6,False
0.9,18,13,False
0.9,36,36,True
0.95,2400,38400,False
0.8,35,34,False
0.95,6,15,False
0.95,37,7,False
0.9,430,430,True
0.9,10,4,False
0.9,20,30,False
0.9,4,24,False
0.95,20,640,False
0.8,100,2400,False
0.8,12,24,False
0.8,12,72,False
0.9,10,660,False
0.95,48,256,False
0.9,40,320,False
0.9,50,115,False
0.9,250,2950,False
0.9,11,24,False
0.95,5,121,False
0.95,345,3,False
0.9,4,354,False
0.8,40,20,False
0.95,27,68,False
0.8,12,15,False
0.9,300,300,True
0.9,133,40,False
0.9,40,2000,False
0.85,115,76,False
0.85,4,9,False
0.95,160,200,False
0.9,375,375,True
0.9,40,400,False
0.9,5,36,False
0.9,10,19,False
0.9,144,264,False
0.95,14,2,False
0.9,150,297,False
0.8,80,37,False
0.95,1200,7200,False
0.95,150,205,False
0.9,13,6,False
0.8,108,132,False
0.9,25,565,False
0.95,85,2,False
0.8,30,60,False
0.9,400,120,False
0.9,150,2400,False
0.95,37,17,False
0.95,11,57,False
0.9,12,5,False
0.8,12,10,False
0.9,5,7,False
0.9,35,33,False
0.9,8,120,False
0.85,9,9,True
0.9,8000,86,False
0.85,22,12,False
0.9,580,2900,False
0.9,30,300,False
0.8,3,54,False
0.9,3,8,False
0.95,9,79,False
0.85,33,33,True
0.9,51,56,False
0.95,104,116,False
0.8,5000,8000,False
0.9,66,102,False
0.8,6,3,False
0.85,3,6,False
0.95,25,2,False
0.85,26,28,False
0.95,800,1563,False
0.95,4,5,False
0.9,50,4400,False
0.85,2333,2,False
0.9,70,26,False
0.9,500,530,False
0.95,2,6,False
0.8,10,19,False
0.8,100,650,False
0.9,156,632,False
0.8,2300,3000,False
0.8,1234,240,False
0.95,20,1600000,False
0.9,8,8,True
0.95,4,280,False
0.9,20,60,False
0.8,2,12,False
0.8,3,12,False
0.9,30,1450,False
0.9,20,4,False
0.9,80,484,False
0.9,42,117,False
0.9,4,10,False
0.9,20,25,False
0.9,140,62,False
0.8,8,8,True
0.8,2,10,False
0.8,12,54,False
0.85,275,760,False
0.95,28,4,False
0.9,10,1,False
0.8,10,19,False
0.95,18,4,False
0.95,245,1955,False
0.95,500,70,False
0.9,15,55,False
0.9,35,2,False
0.9,3,27,False
0.9,4,8,False
0.9,4,240,False
0.95,15,25,False
0.9,12,221,False
0.85,150,162,False
0.9,48,54,False
0.95,12,12,True
0.8,15,120,False
0.9,1200,2100,False
0.9,150,84,False
0.9,10,40,False
0.9,22,22,True
0.8,20,10,False
0.95,176,204,False
0.95,24,36,False
0.9,30,8,False
0.9,45,27,False
0.9,24,118,False
0.9,40,100,False
0.9,6,21,False
0.8,10,30,False
0.95,250000,885,False
0.95,20,20800,False
0.8,2400,2600,False
0.8,50,8,False
0.9,40,50,False
0.95,39,39,True
0.8,3,72,False
0.8,20,170,False
0.9,10,42000,False
0.9,2,28,False
0.9,20,245,False
0.9,40,32,False
0.95,80,140,False
0.8,240,1860,False
0.9,24,30,False
0.9,16,54,False
0.9,4,132,False
0.9,450,7100,False
0.95,15,12,False
0.95,25,55,False
0.9,350,162,False
0.8,4000,2000,False
0.9,20000,4000,False
0.95,18,54,False
0.8,210,960,False
0.8,10,15,False
0.95,45,35,False
0.9,10,121,False
0.9,520,180,False
0.8,14,9,False
0.95,7,84,False
0.9,36,4,False
0.8,9,72,False
0.9,21,21,True
0.9,5,10,False
0.95,30,110,False
0.95,19,51,False
0.95,54,7,False
0.9,420,80,False
0.9,100,185,False
0.9,18,18,True
0.95,24,616,False
0.95,3,3,True
0.9,90,72,False
0.95,36,26,False
0.8,3,3,True
0.9,17,17,True
0.9,52,11026,False
0.9,22,6,False
0.8,20,21,False
0.95,39,55,False
0.9,50,1300,False
0.95,40,4,False
0.9,10,30,False
0.9,370,100,False
0.9,80,294,False
0.9,2,420,False
0.9,150,110,False
0.95,7,294,False
0.95,98,80,False
0.8,20,80,False
0.95,21,6,False
0.8,50,15,False
0.9,40,36,False
0.8,12,6,False
0.9,5,10,False
0.9,2400,12,False
0.9,40,200,False
0.95,60,245,False
0.8,3100,20,False
0.9,5,5,True
0.8,20000,37500,False
0.9,5,225,False
0.95,2,3,False
0.9,6,7,False
0.9,3,4800,False
0.9,80,5,False
0.9,40,5,False
0.9,30,11,False
0.9,125,44,False
0.9,120,140,False
0.8,9,54,False
0.9,31,33,False
0.9,112,112,True
0.95,21,20,False
0.95,5,360,False
0.95,380,7800,False
0.8,20,20,True
0.9,24,90,False
0.8,10,108,False
0.95,51,35,False
0.9,2,2,True
0.9,25,20,False
0.95,7000,868000,False
0.9,3,24,False
0.95,300,600,False
0.95,880,230,False
0.9,30,3,False
0.8,6,20,False
0.95,16,17,False
0.9,10,10,True
0.9,129,19,False
0.8,260,10800,False
0.8,750,300,False
0.95,4,34,False
0.8,50,30,False
0.9,27,30,False
0.9,30,5,False
0.9,30,79,False
0.9,10,300,False
0.8,70,70,True
0.9,17,89,False
0.9,4,3,False
0.9,8,13,False
0.9,5,4,False
0.95,34,34,True
0.9,40,2,False
0.95,1170,260,False
0.9,2,66,False
0.8,90,8,False
0.9,50000,36000,False
0.95,21,4,False
0.9,25,33,False
0.8,2400,28,False
0.8,20,5,False
0.9,6000,2500,False
0.8,20,10,False
0.9,5,75,False
0.9,3000,800,False
0.9,10,5,False
0.9,28,28,True
0.95,15,450,False
0.95,30,8,False
0.9,110,551,False
0.95,3,9,False
0.9,1200,1400,False
0.9,40,200,False
0.9,100,25,False
0.9,88,110,False
0.95,36,21,False
0.95,35,10,False
0.8,1,900,False
0.8,40,84,False
0.9,8,64,False
0.8,50,150,False
0.95,5,36,False
0.8,16,62,False
0.8,5200,200,False
0.9,30000,59,False
0.98,9,192,False
0.95,1496,867,False
0.95,50,70,False
0.9,50,90,False
0.9,20,120,False
0.9,40,236,False
0.8,20,28,False
0.9,50,185,False
0.9,160,80,False
0.9,12,7,False
0.9,14,350,False
0.95,60,46,False
0.9,16,6,False
0.9,140,80,False
0.8,400,1100,False
0.9,10,4,False
0.8,48,6,False
0.9,80,135,False
0.9,30,570,False
0.95,303,105,False
0.9,757,300,False
0.9,840,900,False
0.9,900,10,False
0.8,8,16,False
0.95,24,114,False
0.9,40,18,False
0.9,30,3000,False
0.9,4000,38000,False
0.9,120,142,False
0.8,100,45,False
0.85,30,12,False
0.95,4,13,False
0.9,100,50,False
0.8,200,200,True
0.8,180,36,False
0.95,76,58,False
0.9,5,6600,False
0.8,10,2,False
0.95,3414,859,False
0.9,25,45,False
0.9,70,30,False
0.95,88,5,False
0.95,400,14400,False
0.8,26,8,False
0.95,350,150,False
0.95,9125,6716,False
0.95,13,2340,False
0.9,5,5,True
0.9,45,27,False
0.8,90,90,True
0.9,12,1,False
0.95,3,6,False
0.9,600,525,False
0.9,40,340,False
0.8,165,5000,False
0.9,4,6,False
0.95,80,96,False
0.95,0,90,False
0.95,40,60,False
0.9,30,30,True
0.9,8,1,False
0.9,64,56,False
0.95,3,9,False
0.9,20,240,False
0.95,3,18,False
0.9,80,80,True
0.95,35,45,False
0.8,40,320,False
0.95,24,105,False
0.85,24,2,False
0.9,80,3,False
0.9,15,36,False
0.9,3,1500,False
0.8,10,95,False
0.95,418,76,False
0.9,0,3,False
0.9,60,24,False
0.9,600,13140,False
0.9,100,15,False
0.9,198,110,False
0.8,80,25,False
0.8,12,12,True
0.9,30,30,True
0.9,9,9,True
0.95,225,687,False
0.8,1000,1250,False
0.8,8,400,False
0.95,1,5400,False
0.9,200,2400,False
0.8,200,1320,False
0.9,10,8,False
0.9,60,15,False
0.95,14,32,False
0.9,20,10,False
0.9,2624,30,False
0.9,10,8,False
0.95,20,3030,False
0.95,3,3,True
0.95,10,100,False
0.95,198,88,False
0.9,16,20,False
0.9,600000,3600000,False
0.9,6,35,False
0.95,10,200,False
0.9,32,100,False
0.9,8,36,False
0.8,2800,18400,False
0.9,7,12,False
0.9,35,58,False
0.9,36,28,False
0.9,4,16000,False
0.95,40,14,False
0.8,75,18,False
0.9,15,12,False
0.95,14,58,False
0.9,35,30,False
0.8,35000,38000,False
0.8,10,15,False
0.83,20,20,True
0.9,29,237,False
0.9,32,32,True
0.9,36,42,False
0.85,40,26,False
0.9,25,201,False
0.8,210,197,False
0.95,120,240,False
0.95,32044,46166,False
0.9,400,600,False
0.9,23,14,False
0.8,120,112,False
0.95,86,86,True
0.8,105,120,False
0.8,540,600,False
0.9,63,72,False
0.8,120,135,False
0.8,125,200,False
0.9,270,90,False
0.95,29,27,False
0.8,14,6,False
0.95,20,1,False
0.95,20,16,False
0.8,4,126,False
0.9,175,300,False
0.95,5,53,False
0.9,3,11,False
0.9,9,12,False
0.9,3,1350,False
0.95,69,40,False
0.95,17,170,False
0.95,250,51,False
0.95,34,48,False
0.9,4800000,1680000,False
0.9,224,12000,False
0.9,240,10,False
0.95,180,24,False
0.8,1600,400,False
0.9,150,5,False
0.9,800,200,False
0.9,24,24,True
0.8,30,17,False
0.8,30,30,True
0.9,134,3,False
0.9,7,34,False
0.9,45,153,False
0.95,22,17,False
0.95,2,33,False
0.9,55,6,False
0.9,3,4,False
0.95,13,130,False
0.9,15,28,False
0.9,85,94,False
0.8,30,90,False
0.95,125,22,False
0.8,420,4380,False
0.9,13,675,False
0.85,220,442,False
0.9,18,45,False
0.85,35,195,False
0.9,22,10,False
0.8,80,30,False
0.8,375,100,False
0.9,2,21000,False
0.8,18,10,False
0.9,8,290,False
0.9,3600,150,False
0.9,120,30,False
0.9,5,7,False
0.9,55,110,False
0.8,500,300,False
0.85,800,50,False
0.95,35,207,False
0.9,43,67,False
0.95,4,48,False
0.9,5,15,False
0.9,38,67,False
0.8,5,20,False
0.9,27,3,False
0.95,200,725,False
0.9,108,64,False
0.95,7,40,False
0.8,2,2,True
0.9,12,6,False
0.95,810,810,True
0.9,30,36,False
0.95,45,375,False
0.9,4800,3520,False
0.85,21,39,False
0.9,120,3,False
0.9,1200,3982,False
0.9,324,537,False
0.9,90,9,False
0.9,70,30,False
0.95,15,75,False
0.95,630,40,False
0.9,40,4,False
0.9,40,140,False
0.8,50,17,False
0.9,30,15,False
0.95,57,53,False
0.95,3,10,False
0.9,36,60,False
0.95,5,40,False
0.8,2200,208,False
0.9,10,120,False
0.9,50,40,False
0.95,20,224,False
0.8,40,100,False
0.95,40,45,False
0.9,150,750,False
0.8,300000,200,False
0.95,80,2100,False
0.95,9,11,False
0.9,200,400,False
0.95,24,3,False
0.9,9,10,False
0.8,400,3,False
0.85,31,3,False
0.9,30,110,False
0.9,20,2200,False
0.9,66,60,False
0.9,23,17,False
0.95,1,1,True
0.8,90,60,False
